method,pdb_id,target_name,rmsd,best_mode_rmsd,time_s,score,energy_gap,native_rank,gap_proof,target_class,binding_mode
DQv1,1u33,IN SITU EXTENSION AS AN APPROACH FOR IDENTIFYING NOVEL,0.396301120519638,0.396301120519638,19.436684131622314,-6.1372480392456055,1.2982196807861328,41.0,proved,hydrolase,standard
DQv1,1xd1,ACARBOSE REARRANGEMENT MECHANISM IMPLIED BY THE KINETIC AND,0.3154456317424774,0.3154456317424774,20.62081503868103,-7.355757713317871,0.0947895050048828,3.0,proved,hydrolase,standard
DQv1,1uwt,STRUCTURE OF BETA-GLYCOSIDASE FROM SULFOLOBUS SOLFATARICUS,0.3265525698661804,0.3265525698661804,18.28628134727478,-3.843698501586914,0.4785730838775635,17.0,proved,hydrolase,standard
DQv1,2ceq,BETA-GLYCOSIDASE FROM SULFOLOBUS SOLFATARICUS IN COMPLEX,0.5192362666130066,0.5192362666130066,20.02367353439331,-4.489261627197266,0.5713655948638916,23.0,proved,hydrolase,standard
DQv1,2cer,BETA-GLYCOSIDASE FROM SULFOLOBUS SOLFATARICUS IN COMPLEX,0.4944500029087066,0.4944500029087066,19.11923384666443,-5.594006538391113,0.1737260818481445,4.0,proved,hydrolase,standard
DQv1,2qwb,THE X-RAY STRUCTURE OF A COMPLEX OF SIALIC ACID AND A DRUG,0.6034529209136963,0.6034529209136963,19.10050368309021,-3.711261034011841,0.451519250869751,27.0,proved,hydrolase,standard
DQv1,2qwd,THE X-RAY STRUCTURE OF A COMPLEX OF 4-AMINO-NEU5AC2EN AND A,0.7473254799842834,0.7473254799842834,18.538582801818848,-3.5711605548858643,0.8098955154418945,661.0,proved,hydrolase,standard
DQv1,2qwe,THE X-RAY STRUCTURE OF A COMPLEX OF 4-GUANIDINO-NEU5AC2EN,0.5860838890075684,0.5860838890075684,18.622068166732788,-4.568259239196777,0.1508052349090576,3.0,proved,hydrolase,standard
DQv1,2j77,BETA-GLUCOSIDASE FROM THERMOTOGA MARITIMA IN COMPLEX WITH,0.5005393028259277,0.5005393028259277,18.693177223205566,-3.4596354961395264,0.6278271675109863,144.0,proved,hydrolase,standard
DQv1,2j78,BETA-GLUCOSIDASE FROM THERMOTOGA MARITIMA IN COMPLEX WITH,0.5266261696815491,0.5266261696815491,18.26316976547241,-3.9157660007476807,0.3185310363769531,10.0,proved,hydrolase,standard
DQv1,2cet,BETA-GLUCOSIDASE FROM THERMOTOGA MARITIMA IN COMPLEX WITH,0.6261179447174072,0.6261179447174072,18.762598276138306,-5.43646240234375,0.1336255073547363,4.0,proved,hydrolase,standard
DQv1,2g94,CRYSTAL STRUCTURE OF BETA-SECRETASE BOUND TO A POTENT AND,0.3622295558452606,0.3622295558452606,18.81258749961853,-8.384161949157715,0.6728277206420898,20.0,proved,hydrolase,standard
DQv1,1n2v,CRYSTAL STRUCTURE OF TGT IN COMPLEX WITH,0.5877795815467834,0.5877795815467834,18.7793288230896,-4.195391178131104,0.3362650871276855,164.0,proved,transferase,standard
DQv1,1k4g,CRYSTAL STRUCTURE OF TRNA-GUANINE TRANSGLYCOSYLASE (TGT),1.3566923141479492,1.3566923141479492,18.891658544540405,-5.0997467041015625,0.3535704612731933,238.0,proved,transferase,standard
DQv1,1s39,CRYSTAL STRUCTURE OF TGT IN COMPLEX WITH,0.4723118245601654,0.4723118245601654,18.783111572265625,-3.9985239505767822,0.0273373126983642,4.0,proved,transferase,standard
DQv1,2bak,P38ALPHA MAP KINASE BOUND TO MPAQ,0.3830978870391845,0.3830978870391845,19.573864936828613,-8.542752265930176,0.0933980941772461,6.0,proved,transferase,standard
DQv1,2baj,P38ALPHA BOUND TO PYRAZOLOUREA,0.3584693074226379,0.3584693074226379,19.931392431259155,-7.428549766540527,0.1002302169799804,10.0,proved,transferase,standard
DQv1,1ndw,CRYSTAL STRUCTURE OF ADENOSINE DEAMINASE COMPLEXED WITH,0.5538448691368103,0.5538448691368103,18.860798597335812,-4.934902667999268,0.3002948760986328,51.0,proved,hydrolase,metal_mediated
DQv1,1ndy,CRYSTAL STRUCTURE OF ADENOSINE DEAMINASE COMPLEXED WITH,0.2261638343334198,0.2261638343334198,19.0572566986084,-5.726559638977051,0.0936822891235351,7.0,proved,hydrolase,metal_mediated
DQv1,1ndz,CRYSTAL STRUCTURE OF ADENOSINE DEAMINASE COMPLEXED WITH,0.4703154265880584,0.4703154265880584,19.64771318435669,-8.136627197265625,1.0074644088745115,114.0,proved,hydrolase,metal_mediated
DQv1,1l2s,X-RAY CRYSTAL STRUCTURE OF AMPC BETA-LACTAMASE FROM E. COLI,0.778343915939331,0.778343915939331,18.19708228111267,-3.944260835647583,0.106360912322998,9.0,proved,hydrolase,standard
DQv1,1xgj,AMPC BETA-LACTAMASE IN COMPLEX WITH 3-(4-CARBOXY-2-HYDROXY-,0.8044193983078003,0.8044193983078003,18.62547206878662,-3.8980636596679688,1.1009926795959473,1045.0,proved,hydrolase,standard
DQv1,1q8t,THE CATALYTIC SUBUNIT OF CAMP-DEPENDENT PROTEIN KINASE,1.1843442916870115,1.1843442916870115,19.43344807624817,-4.3559770584106445,0.0900778770446777,21.0,proved,transferase,standard
DQv1,1ydt,"STRUCTURE OF CAMP-DEPENDENT PROTEIN KINASE, ALPHA-CATALYTIC",0.2498293966054916,0.2498293966054916,19.79387927055359,-6.820609092712402,0.0090231895446777,3.0,proved,transferase,standard
DQv1,1re8,CRYSTAL STRUCTURE OF CAMP-DEPENDENT PROTEIN KINASE,0.4091747999191284,0.4091747999191284,19.94447159767151,-7.989536762237549,0.0938363075256347,4.0,proved,transferase,standard
DQv1,1m2q,"CRYSTAL STRUCTURE OF 1,8-DI-HYDROXY-4-NITRO-XANTEN-9-ONE/CK2",0.3831090927124023,0.3831090927124023,19.93667268753052,-5.599687099456787,0.050490379333496,8.0,proved,transferase,standard
DQv1,1om1,CRYSTAL STRUCTURE OF MAIZE CK2 ALPHA IN COMPLEX WITH IQA,0.5849882960319519,0.5849882960319519,20.321222066879272,-6.130013465881348,0.8732810020446777,145.0,proved,transferase,standard
DQv1,1zoe,CRYSTAL STRUCTURE OF PROTEIN KINASE CK2 IN COMPLEX WITH,0.616995632648468,0.616995632648468,19.767778635025024,-4.202929496765137,0.0029153823852539,2.0,proved,transferase,standard
DQv1,2azr,CRYSTAL STRUCTURE OF PTP1B WITH BICYCLIC THIOPHENE INHIBITOR,0.2825556695461273,0.2825556695461273,18.81342601776123,-4.825256824493408,0.198401927947998,27.0,proved,hydrolase,standard
DQv1,1g7f,HUMAN PTP1B CATALYTIC DOMAIN COMPLEXED WITH PNU177496,0.3883013129234314,0.3883013129234314,21.26164531707764,-5.500308036804199,0.2602062225341797,21.0,proved,hydrolase,standard
DQv1,1nny,"POTENT, SELECTIVE PROTEIN TYROSINE PHOSPHATASE 1B INHIBITOR",0.4580530524253845,0.4580530524253845,19.156200408935547,-7.208412647247314,0.3380227088928222,22.0,proved,hydrolase,standard
DQv1,5er1,A RATIONAL APPROACH TO THE DESIGN OF ANTIHYPERTENSIVES.,0.4579567313194275,0.4579567313194275,20.310340404510494,-6.123359203338623,0.1401748657226562,11.0,proved,hydrolase,standard
DQv1,4tln,BINDING OF HYDROXAMIC ACID INHIBITORS TO CRYSTALLINE,1.3331550359725952,1.3331550359725952,19.272417783737183,-2.7974650859832764,1.70441734790802,27988.0,proved,hydrolase,metal_mediated
DQv1,1tmn,BINDING OF N-CARBOXYMETHYL DIPEPTIDE INHIBITORS TO,0.3005872368812561,0.3005872368812561,18.88817071914673,-6.014732837677002,0.1140460968017578,1.0,proved,hydrolase,metal_mediated
DQv1,1fh9,CRYSTAL STRUCTURE OF THE XYLANASE CEX WITH,0.5506704449653625,0.5506704449653625,19.978014707565308,-3.5231852531433105,1.2445296049118042,1598.0,proved,hydrolase,multi_residue
DQv1,2ctc,THE HIGH RESOLUTION CRYSTAL STRUCTURE OF THE COMPLEX,0.6355481743812561,0.6355481743812561,19.137868404388428,-3.045637369155884,0.7551044225692749,92.0,proved,hydrolase,metal_mediated
DQv1,1e1v,HUMAN CYCLIN DEPENDENT KINASE 2 COMPLEXED WITH THE,0.947872281074524,0.947872281074524,19.344606637954712,-4.8840203285217285,1.91572904586792,675.0,proved,transferase,standard
DQv1,1pxo,HUMAN CYCLIN DEPENDENT KINASE 2 COMPLEXED WITH THE,0.5721659660339355,0.5721659660339355,19.663516521453857,-3.7366628646850586,0.0392405986785888,5.0,proved,transferase,standard
DQv1,1vzq,COMPLEX OF THROMBIN WITH DESIGNED INHIBITOR 7165,0.4733392596244812,0.4733392596244812,19.543766736984253,-7.764224052429199,1.1975979804992676,99.0,proved,hydrolase,standard
DQv1,1sl3,CRYSTAL STRUCTUE OF THROMBIN IN COMPLEX WITH A POTENT P1,0.2293227761983871,0.2293227761983871,19.120899200439453,-9.00989055633545,0.1204767227172851,1.0,proved,hydrolase,standard
DQv1,2brb,STRUCTURE-BASED DESIGN OF NOVEL CHK1 INHIBITORS: INSIGHTS,0.2659855186939239,0.2659855186939239,19.38252329826355,-5.814347743988037,0.0306301116943359,5.0,proved,transferase,standard
DQv1,2brm,STRUCTURE-BASED DESIGN OF NOVEL CHK1 INHIBITORS: INSIGHTS,0.55162513256073,0.55162513256073,19.135299682617188,-5.598959445953369,0.039527416229248,7.0,proved,transferase,standard
DQv1,1nvq,THE COMPLEX STRUCTURE OF CHECKPOINT KINASE CHK1/UCN-01,0.4359184801578522,0.4359184801578522,19.96150016784668,-7.947332382202148,0.3242049217224121,30.0,proved,transferase,standard
DQv1,1jqd,CRYSTAL STRUCTURE ANALYSIS OF HUMAN HISTAMINE,0.6247517466545105,0.6247517466545105,19.086491346359253,-5.673362731933594,0.551537036895752,75.0,proved,transferase,standard
DQv1,2aov,HISTAMINE METHYLTRANSFERASE COMPLEXED WITH THE ANTIFOLATE,0.7686980962753296,0.7686980962753296,19.14265489578247,-4.799754619598389,0.3813810348510742,104.0,proved,transferase,standard
DQv1,2aou,HISTAMINE METHYLTRANSFERASE COMPLEXED WITH THE ANTIMALARIAL,0.2864708602428436,0.2864708602428436,18.981592416763306,-6.445558547973633,0.2115187644958496,18.0,proved,transferase,standard
DQv1,1pbq,CRYSTAL STRUCTURE OF THE NR1 LIGAND BINDING CORE IN COMPLEX,0.3497183620929718,0.3497183620929718,17.912307739257812,-4.627338886260986,0.0023140907287597,1.0,proved,transport,standard
DQv1,1vfn,PURINE NUCLEOSIDE PHOSPHORYLASE,0.6277860403060913,0.6277860403060913,19.68618130683899,-3.340016365051269,0.808168888092041,878.0,proved,transferase,standard
DQv1,1b8o,PURINE NUCLEOSIDE PHOSPHORYLASE,0.3989745676517486,0.3989745676517486,18.854279041290283,-5.807699680328369,0.0553641319274902,6.0,proved,,
DQv1,1p1q,CRYSTAL STRUCTURE OF THE GLUR2 LIGAND BINDING CORE (S1S2J),0.3601866960525512,0.3601866960525512,20.108383178710938,-4.488706588745117,0.2576189041137695,25.0,proved,other,standard
DQv1,1syh,X-RAY STRUCTURE OF THE GLUR2 LIGAND-BINDING CORE (S1S2J) IN,0.3112840354442596,0.3112840354442596,18.95425748825073,-5.47946834564209,0.2801270484924316,14.0,proved,other,standard
DQv1,1ftm,CRYSTAL STRUCTURE OF THE GLUR2 LIGAND BINDING CORE (S1S2J),0.3633354604244232,0.3633354604244232,18.8871967792511,-4.573927402496338,0.2553925514221191,25.0,proved,other,standard
DQv1,1fcx,ISOTYPE SELECTIVITY OF THE HUMAN RETINOIC ACID NUCLEAR,2.0061421394348145,2.0061421394348145,18.578702926635746,-2.703054428100586,0.5828589200973511,512.0,proved,other,standard
DQv1,1fd0,ISOTYPE SELECTIVITY OF THE HUMAN RETINOIC ACID NUCLEAR,0.3485147953033447,0.3485147953033447,19.374305248260494,-8.338987350463867,0.0228767395019531,1.0,proved,other,standard
DQv1,1fcz,ISOTYPE SELECTIVITY OF THE HUMAN RETINOIC ACID NUCLEAR,1.8515888452529907,1.8515888452529907,18.501155138015747,-2.8416755199432373,0.711641788482666,489.0,proved,other,standard
DQv1,1f4e,CRYSTAL STRUCTURE OF E. COLI THYMIDYLATE SYNTHASE COMPLEXED,1.067455172538757,1.067455172538757,18.502288341522217,-3.9240894317626953,0.1668426990509033,72.0,proved,transferase,standard
DQv1,1f4f,CRYSTAL STRUCTURE OF E. COLI THYMIDYLATE SYNTHASE COMPLEXED,0.5175971984863281,0.5175971984863281,18.933311700820923,-5.173280715942383,0.1341195106506347,41.0,proved,transferase,standard
DQv1,1f4g,CRYSTAL STRUCTURE OF E. COLI THYMIDYLATE SYNTHASE COMPLEXED,0.3225224018096924,0.3225224018096924,18.847601175308228,-6.238015651702881,0.0618982315063476,7.0,proved,transferase,standard
DQv1,1sqa,SUBSTITUTED 2-NAPHTHAMIDINE INHIBITORS OF UROKINASE,0.2098908573389053,0.2098908573389053,19.36081004142761,-6.431546688079834,0.0023574829101562,2.0,proved,hydrolase,standard
DQv1,2b1v,HUMAN ESTROGEN RECEPTOR ALPHA LIGAND-BINDING DOMAIN IN,0.5683214068412781,0.5683214068412781,18.270766496658325,-5.007952690124512,0.4832320213317871,82.0,proved,other,standard
DQv1,2fai,HUMAN ESTROGEN RECEPTOR ALPHA LIGAND-BINDING DOMAIN IN,0.866655170917511,0.866655170917511,20.127805471420288,-5.114526271820068,1.177645921707153,272.0,proved,other,standard
DQv1,2ayr,A SERM DESIGNED FOR THE TREATMENT OF UTERINE LEIOMYOMA WITH,0.3481560945510864,0.3481560945510864,20.062366247177124,-8.341267585754395,0.3920454978942871,29.0,proved,transcription,standard
DQv1,1ttm,HUMAN CARBONIC ANHYDRASE II COMPLEXED WITH 667-COUMATE,0.8318325877189636,0.8318325877189636,20.104662656784058,-4.2652130126953125,0.7083680629730225,115.0,proved,lyase,metal_mediated
DQv1,1if7,CARBONIC ANHYDRASE II COMPLEXED WITH,0.9474974274635316,0.9474974274635316,19.468459129333496,-4.245200157165527,0.4555187225341797,121.0,proved,lyase,metal_mediated
DQv1,2bok,FACTOR XA - CATION,0.5668590068817139,0.5668590068817139,21.162304401397705,-7.017796039581299,0.0766267776489257,5.0,proved,hydrolase,standard
DQv1,1nfy,CRYSTAL STRUCTURE OF HUMAN COAGULATION FACTOR XA COMPLEXED,0.2396185100078582,0.2396185100078582,20.02199387550354,-7.762408256530762,0.0231623649597167,1.0,proved,hydrolase,standard
DQv1,1mq6,CRYSTAL STRUCTURE OF 3-CHLORO-N-[4-CHLORO-2-[[(5-CHLORO-2-PY,0.1780217885971069,0.1780217885971069,19.813836336135864,-8.535978317260742,0.0222206115722656,1.0,proved,hydrolase,standard
DQv1,2usn,CRYSTAL STRUCTURE OF THE CATALYTIC DOMAIN OF HUMAN,0.9256391525268556,0.9256391525268556,19.64856243133545,-5.640149116516113,0.3548998832702636,88.0,proved,hydrolase,metal_mediated
DQv1,2d1o,STROMELYSIN-1 (MMP-3) COMPLEXED TO A HYDROXAMIC ACID,0.3427148163318634,0.3427148163318634,19.93326735496521,-6.499747276306152,0.0201048851013183,2.0,proved,hydrolase,metal_mediated
DQv1,1hfs,CRYSTAL STRUCTURE OF THE CATALYTIC DOMAIN OF HUMAN,0.4101893901824951,0.4101893901824951,19.704774379730225,-9.483251571655272,0.0395374298095703,1.0,proved,,
DQv1,2flb,DISCOVERY OF A NOVEL HYDROXY PYRAZOLE BASED FACTOR IXA,0.6741988658905029,0.6741988658905029,20.570023775100708,-5.2421064376831055,7.014327764511108,72143.0,proved,hydrolase,standard
DQv1,2b7d,"FACTOR VIIA INHIBITORS: CHEMICAL OPTIMIZATION, PRECLINICAL",0.3729186356067657,0.3729186356067657,20.22247886657715,-6.487207889556885,0.1130661964416503,6.0,proved,other,standard
DQv1,1j17,FACTOR XA SPECIFIC INHIBITOR IN COMPLEX WITH RAT TRYPSIN,0.2891461253166199,0.2891461253166199,19.429378509521484,-8.045263290405273,0.0811982154846191,7.0,proved,hydrolase,standard
DQv1,1v2o,TRYPSIN INHIBITOR IN COMPLEX WITH BOVINE TRYPSIN VARIANT,0.4835451543331146,0.4835451543331146,18.379154920578003,-4.693850994110107,0.1576795578002929,18.0,proved,hydrolase,standard
DQv1,1jys,CRYSTAL STRUCTURE OF E. COLI MTA/ADOHCY NUCLEOSIDASE,0.7426503896713257,0.7426503896713257,20.023420572280884,-3.318966627120972,0.1203444004058837,100.0,proved,hydrolase,standard
DQv1,1nc1,CRYSTAL STRUCTURE OF E. COLI MTA/ADOHCY NUCLEOSIDASE,0.4545569121837616,0.4545569121837616,19.08349633216858,-6.601680278778076,1.0891170501708984,45.0,proved,hydrolase,standard
DQv1,1y6q,CYRSTAL STRUCTURE OF MTA/ADOHCY NUCLEOSIDASE COMPLEXED WITH,0.3074181973934173,0.3074181973934173,19.40887188911438,-7.081202030181885,0.01939058303833,1.0,proved,hydrolase,standard
DQv1,1bma,BENZYL METHYL AMINIMIDE INHIBITOR COMPLEXED TO PORCINE,0.2497525215148925,0.2497525215148925,20.174400329589844,-7.470226764678955,0.0527491569519043,1.0,proved,hydrolase,standard
DQv1,1ela,ANALOGOUS INHIBITORS OF ELASTASE DO NOT ALWAYS BIND,0.2509602308273315,0.2509602308273315,19.707236766815186,-6.176226139068604,0.0410938262939453,2.0,proved,hydrolase,standard
DQv1,1elb,ANALOGOUS INHIBITORS OF ELASTASE DO NOT ALWAYS BIND,0.2017562389373779,0.2017562389373779,19.09266805648804,-5.809006690979004,0.0317139625549316,3.0,proved,hydrolase,standard
DQv1,1a69,PURINE NUCLEOSIDE PHOSPHORYLASE IN COMPLEX WITH FORMYCIN B,0.6672269701957703,0.6672269701957703,20.0828640460968,-5.573389053344727,0.7310831546783447,30.0,proved,transferase,standard
DQv1,1k9s,PURINE NUCLEOSIDE PHOSPHORYLASE FROM E. COLI IN COMPLEX,0.49286949634552,0.49286949634552,17.921894311904907,-6.050339221954346,0.4024028778076172,27.0,proved,,
DQv1,3pce,"STRUCTURE OF PROTOCATECHUATE 3,4-DIOXYGENASE COMPLEXED WITH",0.487629622220993,0.487629622220993,19.028637886047363,-3.4678940773010254,1.2911064624786377,813.0,proved,oxidoreductase,metal_mediated
DQv1,3pch,"STRUCTURE OF PROTOCATECHUATE 3,4-DIOXYGENASE COMPLEXED WITH",1.7599265575408936,1.7599265575408936,18.43492341041565,-3.284297227859497,7.943010568618774,27585.0,proved,oxidoreductase,metal_mediated
DQv1,3pcj,"STRUCTURE OF PROTOCATECHUATE 3,4-DIOXYGENASE COMPLEXED WITH",0.6341968774795532,0.6341968774795532,19.04499340057373,-3.485506772994995,1.3470416069030762,969.0,proved,oxidoreductase,metal_mediated
DQv1,2cgr,LOCAL AND TRANSMITTED CONFORMATIONAL CHANGES ON,0.3094880878925323,0.3094880878925323,19.426985025405884,-7.293597221374512,0.0035982131958007,1.0,proved,other,standard
DQv1,1flr,4-4-20 FAB FRAGMENT,0.3454558551311493,0.3454558551311493,18.471604585647583,-7.756218433380127,0.4334564208984375,47.0,proved,other,standard
DQv1,2gss,HUMAN GLUTATHIONE S-TRANSFERASE P1-1 IN COMPLEX WITH,0.6780679225921631,0.6780679225921631,19.020931482315063,-3.531632900238037,0.1700270175933838,56.0,proved,transferase,standard
DQv1,3gss,HUMAN GLUTATHIONE S-TRANSFERASE P1-1 IN COMPLEX WITH,0.2976835072040558,0.2976835072040558,18.126317977905277,-3.978806257247925,0.2794110774993896,24.0,proved,transferase,multi_residue
DQv1,10gs,"HUMAN GLUTATHIONE S-TRANSFERASE P1-1, COMPLEX WITH TER117",0.3699781000614166,0.3699781000614166,19.204964876174927,-5.92332935333252,0.3061518669128418,27.0,proved,transferase,standard
DQv1,2std,SCYTALONE DEHYDRATASE COMPLEXED WITH TIGHT-BINDING,0.363343745470047,0.363343745470047,18.63557744026184,-5.286425590515137,0.0021758079528808,2.0,proved,lyase,standard
DQv1,3std,SCYTALONE DEHYDRATASE AND CYANOCINNOLINE INHIBITOR,0.2615978419780731,0.2615978419780731,19.51632285118103,-7.608761787414551,0.008519172668457,1.0,proved,lyase,standard
DQv1,2d0k,METHIONINE-FREE MUTANT OF ESCHERICHIA COLI DIHYDROFOLATE,0.5312899351119995,0.5312899351119995,18.898968935012817,-6.155888080596924,0.0682487487792968,7.0,proved,oxidoreductase,standard
DQv1,1dhi,LONG-RANGE STRUCTURAL EFFECTS IN A SECOND-SITE REVERTANT OF,0.3067684471607208,0.3067684471607208,19.32914137840271,-6.027543544769287,0.1815595626831054,29.0,proved,oxidoreductase,standard
DQv1,2drc,INVESTIGATION OF THE FUNCTIONAL ROLE OF TRYPTOPHAN-22 IN,0.4630046188831329,0.4630046188831329,19.809484720230103,-6.1287522315979,0.0091300010681152,1.0,proved,oxidoreductase,standard
DQv1,1df8,S45A MUTANT OF STREPTAVIDIN IN COMPLEX WITH BIOTIN,0.342937558889389,0.342937558889389,19.897900342941284,-4.832134246826172,0.1434297561645507,17.0,proved,transport,standard
DQv1,2f01,EPI-BIOTIN COMPLEX WITH CORE STREPTAVIDIN,0.3638974726200104,0.3638974726200104,18.548930168151852,-4.901591777801514,0.2008838653564453,24.0,proved,transport,multi_residue
DQv1,2g8r,THE CRYSTAL STRUCTURE OF THE RNASE A-,0.5631775856018066,0.5631775856018066,20.016170740127563,-3.201690196990967,0.0811612606048584,16.0,proved,hydrolase,standard
DQv1,1tyr,TRANSTHYRETIN COMPLEX WITH RETINOIC ACID,5.809603691101074,5.809603691101074,19.31925058364868,-2.721663475036621,1.0778613090515137,4191.0,proved,transport,standard
DQv1,1e5a,STRUCTURE OF HUMAN TRANSTHYRETIN COMPLEXED WITH,3.660799026489258,3.660799026489258,19.56864881515503,-1.9415380954742432,0.5661334991455078,1741.0,proved,transport,standard
DQv1,2g5u,HUMAN TRANSTHYRETIN (TTR) COMPLEXED WITH HYDROXYLATED,2.9310336112976074,2.9310336112976074,18.477038860321045,-2.58219051361084,0.2733159065246582,312.0,proved,other,standard
DQv1,1sv3,STRUCTURE OF THE COMPLEX FORMED BETWEEN PHOSPHOLIPASE A2,0.6937947273254395,0.6937947273254395,20.113208770751957,-3.2234597206115723,0.1537423133850097,35.0,proved,hydrolase,standard
DQv1,1q7a,CRYSTAL STRUCTURE OF THE COMPLEX FORMED BETWEEN RUSSELL'S,0.6960639357566833,0.6960639357566833,19.294557809829712,-4.617259979248047,0.009829044342041,1.0,proved,hydrolase,standard
DQv1,2f80,HIV-1 PROTEASE MUTANT D30N COMPLEXED WITH INHIBITOR TMC114,0.3003139793872833,0.3003139793872833,20.12010645866394,-7.967483997344971,0.4680771827697754,16.0,proved,hydrolase,standard
DQv1,2i0d,CRYSTAL STRUCTURE OF AD-81 COMPLEXED WITH WILD TYPE HIV-1,1.23723042011261,1.23723042011261,19.70841121673584,-7.967916488647461,0.5315499305725098,72.0,proved,hydrolase,standard
DQv1,1d7j,FKBP COMPLEXED WITH 4-HYDROXY-2-BUTANONE,3.2138864994049072,3.2138864994049072,18.809197187423703,-2.2101447582244877,0.2069101333618164,114.0,proved,isomerase,standard
GNINA,1hk4,HUMAN SERUM ALBUMIN COMPLEXED WITH THYROXINE,6.312450885772705,5.963896751403809,30.767632484436035,-6.13,,,,other,standard
GNINA,1gni,HUMAN SERUM ALBUMIN COMPLEXED WITH CIS-9-OCTADECENOIC ACID,10.993158340454102,4.78298807144165,41.10417723655701,-6.77,,,,other,standard
GNINA,1nhu,HEPATITIS C VIRUS RNA POLYMERASE IN COMPLEX WITH,3.666720390319824,3.521496534347534,77.62454628944397,-7.09,,,,transferase,standard
GNINA,2d3z,X-RAY CRYSTAL STRUCTURE OF HEPATITIS C VIRUS RNA-DEPENDENT,3.8197081089019775,3.6108052730560303,40.65583229064941,-8.61,,,,transferase,standard
GNINA,2d3u,X-RAY CRYSTAL STRUCTURE OF HEPATITIS C VIRUS RNA DEPENDENT,3.4902029037475586,3.41394591331482,50.001999855041504,-8.54,,,,transferase,standard
GNINA,1ajp,"PENICILLIN ACYLASE COMPLEXED WITH 2,5-DIHYDROXYPHENYLACETIC",2.9252424240112305,2.6141152381896973,8.196575403213501,-5.92,,,,hydrolase,standard
GNINA,1ai5,PENICILLIN ACYLASE COMPLEXED WITH M-NITROPHENYLACETIC ACID,2.862295866012573,2.7268733978271484,9.914972066879272,-6.87,,,,hydrolase,standard
GNINA,1ajq,PENICILLIN ACYLASE COMPLEXED WITH THIOPHENEACETIC ACID,0.5449153780937195,0.5449153780937195,7.047253608703613,-5.28,,,,hydrolase,standard
GNINA,1gpk,STRUCTURE OF ACETYLCHOLINESTERASE COMPLEX WITH,0.3573738038539886,0.3573738038539886,10.168780326843262,-10.58,,,,hydrolase,standard
GNINA,1h23,STRUCTURE OF ACETYLCHOLINESTERASE (E.C. 3.1.1.7) COMPLEXED,,,90.1140251159668,,,,,hydrolase,standard
GNINA,1e66,STRUCTURE OF ACETYLCHOLINESTERASE COMPLEXED WITH,2.3271799087524414,2.3271799087524414,15.044468402862549,-12.79,,,,hydrolase,standard
