source_file	dependency	entropy_flow
openhcs/processing/backends/analysis/rrs_vectorized_tracer.py	openhcs.core.utils	38.56
openhcs/processing/backends/analysis/rrs_vectorized_tracer.py	typing	38.56
openhcs/processing/backends/analysis/__init__.py	openhcs.processing.backends.analysis.dxf_mask_pipeline	60.67
openhcs/processing/backends/analysis/__init__.py	openhcs.processing.backends.analysis.focus_analyzer	60.67
openhcs/processing/backends/analysis/self_supervised_segmentation_3d.py	openhcs.core.memory.decorators	30.19
openhcs/processing/backends/analysis/self_supervised_segmentation_3d.py	openhcs.core.utils	30.19
openhcs/processing/backends/analysis/self_supervised_segmentation_3d.py	typing	30.19
openhcs/processing/backends/analysis/self_supervised_segmentation_3d.py	logging	30.19
openhcs/processing/backends/analysis/focus_analyzer.py	cv2	28.14
openhcs/processing/backends/analysis/focus_analyzer.py	typing	28.14
openhcs/processing/backends/analysis/focus_analyzer.py	numpy	28.14
openhcs/processing/backends/analysis/focus_analyzer.py	logging	28.14
openhcs/processing/backends/analysis/dxf_mask_pipeline.py	openhcs.utils.import_utils	10.82
openhcs/processing/backends/analysis/dxf_mask_pipeline.py	torch	10.82
openhcs/processing/backends/analysis/dxf_mask_pipeline.py	cupy	10.82
openhcs/processing/backends/analysis/dxf_mask_pipeline.py	tensorflow	10.82
openhcs/processing/backends/analysis/dxf_mask_pipeline.py	jax.numpy	10.82
openhcs/processing/backends/analysis/dxf_mask_pipeline.py	typing	10.82
openhcs/processing/backends/analysis/dxf_mask_pipeline.py	torch.nn.functional	10.82
openhcs/processing/backends/analysis/dxf_mask_pipeline.py	logging	10.82
openhcs/processing/backends/analysis/dxf_mask_pipeline.py	jax	10.82
openhcs/processing/backends/analysis/dxf_mask_pipeline.py	openhcs.core.memory.decorators	10.82
openhcs/processing/backends/analysis/dxf_mask_pipeline.py	torch.nn	10.82
openhcs/processing/backends/analysis/straighten_object_3d.py	openhcs.core.memory.decorators	29.74
openhcs/processing/backends/analysis/straighten_object_3d.py	openhcs.core.utils	29.74
openhcs/processing/backends/analysis/straighten_object_3d.py	typing	29.74
openhcs/processing/backends/analysis/straighten_object_3d.py	logging	29.74
openhcs/processing/backends/enhance/__init__.py	openhcs.processing.backends.enhance.n2v2_processor_torch	39.92
openhcs/processing/backends/enhance/__init__.py	openhcs.processing.backends.enhance.basic_processor_cupy	39.92
openhcs/processing/backends/enhance/__init__.py	openhcs.processing.backends.enhance.basic_processor_numpy	39.92
openhcs/processing/backends/enhance/self_supervised_3d_deconvolution.py	openhcs.core.utils	24.19
openhcs/processing/backends/enhance/self_supervised_3d_deconvolution.py	torch.fft	24.19
openhcs/processing/backends/enhance/self_supervised_3d_deconvolution.py	typing	24.19
openhcs/processing/backends/enhance/self_supervised_3d_deconvolution.py	logging	24.19
openhcs/processing/backends/enhance/self_supervised_3d_deconvolution.py	openhcs.core.memory.decorators	24.19
openhcs/processing/backends/enhance/focus_torch.py	openhcs.core.memory.decorators	39.99
openhcs/processing/backends/enhance/focus_torch.py	openhcs.core.utils	39.99
openhcs/processing/backends/enhance/focus_torch.py	typing	39.99
openhcs/processing/backends/enhance/dl_edof_unsupervised.py	openhcs.core.memory.decorators	19.94
openhcs/processing/backends/enhance/dl_edof_unsupervised.py	torch	19.94
openhcs/processing/backends/enhance/dl_edof_unsupervised.py	typing	19.94
openhcs/processing/backends/enhance/dl_edof_unsupervised.py	torch.nn.functional	19.94
openhcs/processing/backends/enhance/dl_edof_unsupervised.py	openhcs.core.utils	19.94
openhcs/processing/backends/enhance/dl_edof_unsupervised.py	torch.nn	19.94
openhcs/processing/backends/enhance/basic_processor_cupy.py	openhcs.core.memory.decorators	19.52
openhcs/processing/backends/enhance/basic_processor_cupy.py	cupy	19.52
openhcs/processing/backends/enhance/basic_processor_cupy.py	cupyx.scipy	19.52
openhcs/processing/backends/enhance/basic_processor_cupy.py	typing	19.52
openhcs/processing/backends/enhance/basic_processor_cupy.py	logging	19.52
openhcs/processing/backends/enhance/basic_processor_cupy.py	openhcs.core.utils	19.52
openhcs/processing/backends/enhance/basic_processor_numpy.py	scipy	23.29
openhcs/processing/backends/enhance/basic_processor_numpy.py	numpy	23.29
openhcs/processing/backends/enhance/basic_processor_numpy.py	typing	23.29
openhcs/processing/backends/enhance/basic_processor_numpy.py	openhcs.core.memory	23.29
openhcs/processing/backends/enhance/basic_processor_numpy.py	logging	23.29
openhcs/processing/backends/enhance/n2v2_processor_torch.py	openhcs.utils.import_utils	22.64
openhcs/processing/backends/enhance/n2v2_processor_torch.py	typing	22.64
openhcs/processing/backends/enhance/n2v2_processor_torch.py	logging	22.64
openhcs/processing/backends/enhance/n2v2_processor_torch.py	openhcs.core.memory.decorators	22.64
openhcs/processing/backends/enhance/n2v2_processor_torch.py	math	22.64
openhcs/processing/backends/pos_gen/__init__.py	openhcs.processing.backends.pos_gen.mist_processor_cupy	58.89
openhcs/processing/backends/pos_gen/__init__.py	openhcs.processing.backends.pos_gen.ashlar_processor_cupy	58.89
openhcs/processing/backends/pos_gen/mist_processor_cupy.py	openhcs.core.utils	13.68
openhcs/processing/backends/pos_gen/mist_processor_cupy.py	openhcs.core.pipeline.function_contracts	13.68
openhcs/processing/backends/pos_gen/mist_processor_cupy.py	cupy	13.68
openhcs/processing/backends/pos_gen/mist_processor_cupy.py	cupyx.scipy	13.68
openhcs/processing/backends/pos_gen/mist_processor_cupy.py	typing	13.68
openhcs/processing/backends/pos_gen/mist_processor_cupy.py	logging	13.68
openhcs/processing/backends/pos_gen/mist_processor_cupy.py	openhcs.core.memory.decorators	13.68
openhcs/processing/backends/pos_gen/mist_processor_cupy.py	openhcs.constants.constants	13.68
openhcs/processing/backends/pos_gen/ashlar_processor_cupy.py	openhcs.core.memory.decorators	16.50
openhcs/processing/backends/pos_gen/ashlar_processor_cupy.py	openhcs.core.pipeline.function_contracts	16.50
openhcs/processing/backends/pos_gen/ashlar_processor_cupy.py	cupy	16.50
openhcs/processing/backends/pos_gen/ashlar_processor_cupy.py	cupyx.scipy	16.50
openhcs/processing/backends/pos_gen/ashlar_processor_cupy.py	typing	16.50
openhcs/processing/backends/pos_gen/ashlar_processor_cupy.py	logging	16.50
openhcs/processing/backends/pos_gen/ashlar_processor_cupy.py	openhcs.core.utils	16.50
openhcs/processing/backends/processors/jax_processor.py	openhcs.core.memory.decorators	23.53
openhcs/processing/backends/processors/jax_processor.py	typing	23.53
openhcs/processing/backends/processors/jax_processor.py	logging	23.53
openhcs/processing/backends/processors/jax_processor.py	openhcs.core.utils	23.53
openhcs/processing/backends/processors/jax_processor.py	openhcs.processing.processor	23.53
openhcs/processing/backends/processors/torch_processor.py	openhcs.core.utils	23.60
openhcs/processing/backends/processors/torch_processor.py	typing	23.60
openhcs/processing/backends/processors/torch_processor.py	logging	23.60
openhcs/processing/backends/processors/torch_processor.py	openhcs.core.memory.decorators	23.60
openhcs/processing/backends/processors/torch_processor.py	openhcs.processing.processor	23.60
openhcs/processing/backends/processors/numpy_processor.py	numpy	19.53
openhcs/processing/backends/processors/numpy_processor.py	typing	19.53
openhcs/processing/backends/processors/numpy_processor.py	skimage	19.53
openhcs/processing/backends/processors/numpy_processor.py	logging	19.53
openhcs/processing/backends/processors/numpy_processor.py	openhcs.core.memory.decorators	19.53
openhcs/processing/backends/processors/numpy_processor.py	openhcs.processing.processor	19.53
openhcs/processing/backends/processors/cupy_processor.py	openhcs.core.memory.decorators	23.61
openhcs/processing/backends/processors/cupy_processor.py	typing	23.61
openhcs/processing/backends/processors/cupy_processor.py	logging	23.61
openhcs/processing/backends/processors/cupy_processor.py	openhcs.core.utils	23.61
openhcs/processing/backends/processors/cupy_processor.py	openhcs.processing.processor	23.61
openhcs/processing/backends/processors/tensorflow_processor.py	openhcs.core.memory.decorators	19.62
openhcs/processing/backends/processors/tensorflow_processor.py	typing	19.62
openhcs/processing/backends/processors/tensorflow_processor.py	logging	19.62
openhcs/processing/backends/processors/tensorflow_processor.py	pkg_resources	19.62
openhcs/processing/backends/processors/tensorflow_processor.py	openhcs.core.utils	19.62
openhcs/processing/backends/processors/tensorflow_processor.py	openhcs.processing.processor	19.62
