source_file	dependency	entropy_flow
openhcs/tui/tui_architecture.py	prompt_toolkit	3.96
openhcs/tui/tui_architecture.py	openhcs.tui.pipeline_editor	3.96
openhcs/tui/tui_architecture.py	openhcs.processing.func_registry	3.96
openhcs/tui/tui_architecture.py	openhcs.tui.dialogs.plate_config_editor	3.96
openhcs/tui/tui_architecture.py	prompt_toolkit.key_binding	3.96
openhcs/tui/tui_architecture.py	os	3.96
openhcs/tui/tui_architecture.py	logging	3.96
openhcs/tui/tui_architecture.py	openhcs.core.steps.function_step	3.96
openhcs/tui/commands.py	openhcs.tui.dialogs.global_settings_editor	5.44
openhcs/tui/commands.py	asyncio	5.44
openhcs/tui/commands.py	typing	5.44
openhcs/tui/commands.py	openhcs.constants.constants	5.44
openhcs/tui/commands.py	openhcs.core.context.processing_context	5.44
openhcs/tui/commands.py	openhcs.core.orchestrator.orchestrator	5.44
openhcs/tui/commands.py	openhcs.core.steps.abstract	5.44
openhcs/tui/commands.py	openhcs.tui.utils	5.44
openhcs/tui/commands.py	pathlib	5.44
openhcs/tui/commands.py	prompt_toolkit.application	5.44
openhcs/tui/commands.py	uuid	5.44
openhcs/tui/commands.py	concurrent.futures	5.44
openhcs/tui/commands.py	pickle	5.44
openhcs/tui/commands.py	prompt_toolkit.shortcuts	5.44
openhcs/tui/commands.py	openhcs.tui.tui_architecture	5.44
openhcs/tui/commands.py	openhcs.core.config	5.44
openhcs/tui/commands.py	openhcs.processing.func_registry	5.44
openhcs/tui/commands.py	openhcs.tui.dialogs.plate_dialog_manager	5.44
openhcs/tui/commands.py	logging	5.44
openhcs/tui/commands.py	openhcs.core.steps.function_step	5.44
openhcs/tui/commands.py	json	5.44
openhcs/tui/status_bar.py	prompt_toolkit.application	8.35
openhcs/tui/status_bar.py	sys	8.35
openhcs/tui/status_bar.py	prompt_toolkit.layout	8.35
openhcs/tui/status_bar.py	logging	8.35
openhcs/tui/status_bar.py	prompt_toolkit.filters	8.35
openhcs/tui/status_bar.py	enum	8.35
openhcs/tui/status_bar.py	collections	8.35
openhcs/tui/status_bar.py	prompt_toolkit.mouse_events	8.35
openhcs/tui/status_bar.py	prompt_toolkit.formatted_text	8.35
openhcs/tui/status_bar.py	time	8.35
openhcs/tui/status_bar.py	prompt_toolkit.widgets	8.35
openhcs/tui/status_bar.py	asyncio	8.35
openhcs/tui/status_bar.py	dataclasses	8.35
openhcs/tui/status_bar.py	typing	8.35
openhcs/tui/dialogs/global_settings_editor.py	prompt_toolkit.application	10.06
openhcs/tui/dialogs/global_settings_editor.py	openhcs.constants.constants	10.06
openhcs/tui/dialogs/global_settings_editor.py	logging	10.06
openhcs/tui/dialogs/global_settings_editor.py	prompt_toolkit.layout	10.06
openhcs/tui/dialogs/global_settings_editor.py	enum	10.06
openhcs/tui/dialogs/global_settings_editor.py	utils	10.06
openhcs/tui/dialogs/global_settings_editor.py	openhcs.core.config	10.06
openhcs/tui/dialogs/global_settings_editor.py	prompt_toolkit.widgets	10.06
openhcs/tui/dialogs/global_settings_editor.py	asyncio	10.06
openhcs/tui/dialogs/global_settings_editor.py	dataclasses	10.06
openhcs/tui/dialogs/global_settings_editor.py	typing	10.06
openhcs/tui/dialogs/__init__.py	openhcs.tui.dialogs.manager	56.96
openhcs/tui/dialogs/__init__.py	openhcs.tui.dialogs.base	56.96
openhcs/tui/dialogs/manager.py	openhcs.tui.dialogs.base	35.49
openhcs/tui/dialogs/manager.py	logging	35.49
openhcs/tui/dialogs/manager.py	typing	35.49
openhcs/tui/dialogs/plate_config_editor.py	prompt_toolkit.application	8.07
openhcs/tui/dialogs/plate_config_editor.py	logging	8.07
openhcs/tui/dialogs/plate_config_editor.py	prompt_toolkit.layout	8.07
openhcs/tui/dialogs/plate_config_editor.py	openhcs.constants	8.07
openhcs/tui/dialogs/plate_config_editor.py	copy	8.07
openhcs/tui/dialogs/plate_config_editor.py	openhcs.core.orchestrator.orchestrator	8.07
openhcs/tui/dialogs/plate_config_editor.py	enum	8.07
openhcs/tui/dialogs/plate_config_editor.py	openhcs.tui.tui_architecture	8.07
openhcs/tui/dialogs/plate_config_editor.py	prompt_toolkit.formatted_text	8.07
openhcs/tui/dialogs/plate_config_editor.py	openhcs.core.config	8.07
openhcs/tui/dialogs/plate_config_editor.py	prompt_toolkit.widgets	8.07
openhcs/tui/dialogs/plate_config_editor.py	asyncio	8.07
openhcs/tui/dialogs/plate_config_editor.py	dataclasses	8.07
openhcs/tui/dialogs/plate_config_editor.py	typing	8.07
openhcs/tui/dialogs/plate_dialog_manager.py	prompt_toolkit.application	9.09
openhcs/tui/dialogs/plate_dialog_manager.py	openhcs.constants.constants	9.09
openhcs/tui/dialogs/plate_dialog_manager.py	logging	9.09
openhcs/tui/dialogs/plate_dialog_manager.py	prompt_toolkit.layout	9.09
openhcs/tui/dialogs/plate_dialog_manager.py	prompt_toolkit.filters	9.09
openhcs/tui/dialogs/plate_dialog_manager.py	openhcs.io.filemanager	9.09
openhcs/tui/dialogs/plate_dialog_manager.py	openhcs.tui.file_browser	9.09
openhcs/tui/dialogs/plate_dialog_manager.py	pathlib	9.09
openhcs/tui/dialogs/plate_dialog_manager.py	prompt_toolkit.formatted_text	9.09
openhcs/tui/dialogs/plate_dialog_manager.py	prompt_toolkit.widgets	9.09
openhcs/tui/dialogs/plate_dialog_manager.py	asyncio	9.09
openhcs/tui/dialogs/plate_dialog_manager.py	typing	9.09
openhcs/tui/dialogs/help_dialog.py	prompt_toolkit.application	18.84
openhcs/tui/dialogs/help_dialog.py	logging	18.84
openhcs/tui/dialogs/help_dialog.py	prompt_toolkit.layout	18.84
openhcs/tui/dialogs/help_dialog.py	prompt_toolkit.widgets	18.84
openhcs/tui/dialogs/help_dialog.py	asyncio	18.84
openhcs/tui/dialogs/help_dialog.py	typing	18.84
openhcs/tui/dialogs/base.py	prompt_toolkit.application	21.61
openhcs/tui/dialogs/base.py	prompt_toolkit.layout	21.61
openhcs/tui/dialogs/base.py	prompt_toolkit.key_binding	21.61
openhcs/tui/dialogs/base.py	logging	21.61
openhcs/tui/dialogs/base.py	typing	21.61
openhcs/tui/components/interactive_list_item.py	prompt_toolkit.application	9.19
openhcs/tui/components/interactive_list_item.py	logging	9.19
openhcs/tui/components/interactive_list_item.py	prompt_toolkit.layout	9.19
openhcs/tui/components/interactive_list_item.py	prompt_toolkit.layout.screen	9.19
openhcs/tui/components/interactive_list_item.py	prompt_toolkit.filters	9.19
openhcs/tui/components/interactive_list_item.py	prompt_toolkit.key_binding.key_bindings	9.19
openhcs/tui/components/interactive_list_item.py	prompt_toolkit.layout.mouse_handlers	9.19
openhcs/tui/components/interactive_list_item.py	prompt_toolkit.mouse_events	9.19
openhcs/tui/components/interactive_list_item.py	prompt_toolkit.key_binding	9.19
openhcs/tui/components/interactive_list_item.py	prompt_toolkit.widgets	9.19
openhcs/tui/components/interactive_list_item.py	asyncio	9.19
openhcs/tui/components/interactive_list_item.py	typing	9.19
openhcs/tui/components/__init__.py	spinner	19.48
openhcs/tui/components/__init__.py	interactive_list_item	19.48
openhcs/tui/components/__init__.py	grouped_dropdown	19.48
openhcs/tui/components/__init__.py	framed_button	19.48
openhcs/tui/components/__init__.py	loading_screen	19.48
openhcs/tui/components/__init__.py	parameter_editor	19.48
openhcs/tui/components/framed_button.py	prompt_toolkit.layout	18.15
openhcs/tui/components/framed_button.py	prompt_toolkit.mouse_events	18.15
openhcs/tui/components/framed_button.py	prompt_toolkit.widgets	18.15
openhcs/tui/components/framed_button.py	prompt_toolkit.layout.dimension	18.15
openhcs/tui/components/framed_button.py	prompt_toolkit.layout.controls	18.15
openhcs/tui/components/framed_button.py	typing	18.15
openhcs/tui/components/spinner.py	prompt_toolkit.application	10.19
openhcs/tui/components/spinner.py	prompt_toolkit.layout	10.19
openhcs/tui/components/spinner.py	prompt_toolkit.layout.screen	10.19
openhcs/tui/components/spinner.py	prompt_toolkit.key_binding.key_bindings	10.19
openhcs/tui/components/spinner.py	prompt_toolkit.layout.mouse_handlers	10.19
openhcs/tui/components/spinner.py	prompt_toolkit.formatted_text	10.19
openhcs/tui/components/spinner.py	time	10.19
openhcs/tui/components/spinner.py	prompt_toolkit.widgets	10.19
openhcs/tui/components/spinner.py	asyncio	10.19
openhcs/tui/components/spinner.py	prompt_toolkit.layout.controls	10.19
openhcs/tui/components/spinner.py	typing	10.19
openhcs/tui/components/loading_screen.py	prompt_toolkit.application	10.01
openhcs/tui/components/loading_screen.py	logging	10.01
openhcs/tui/components/loading_screen.py	prompt_toolkit.layout	10.01
openhcs/tui/components/loading_screen.py	prompt_toolkit.layout.screen	10.01
openhcs/tui/components/loading_screen.py	prompt_toolkit.filters	10.01
openhcs/tui/components/loading_screen.py	spinner	10.01
openhcs/tui/components/loading_screen.py	prompt_toolkit.key_binding.key_bindings	10.01
openhcs/tui/components/loading_screen.py	prompt_toolkit.layout.mouse_handlers	10.01
openhcs/tui/components/loading_screen.py	prompt_toolkit.widgets	10.01
openhcs/tui/components/loading_screen.py	asyncio	10.01
openhcs/tui/components/loading_screen.py	typing	10.01
openhcs/tui/components/grouped_dropdown.py	prompt_toolkit.application	12.45
openhcs/tui/components/grouped_dropdown.py	typing	12.45
openhcs/tui/components/grouped_dropdown.py	prompt_toolkit.layout	12.45
openhcs/tui/components/grouped_dropdown.py	prompt_toolkit.layout.screen	12.45
openhcs/tui/components/grouped_dropdown.py	prompt_toolkit.key_binding.key_bindings	12.45
openhcs/tui/components/grouped_dropdown.py	prompt_toolkit.layout.mouse_handlers	12.45
openhcs/tui/components/grouped_dropdown.py	prompt_toolkit.widgets	12.45
openhcs/tui/components/grouped_dropdown.py	logging	12.45
openhcs/tui/components/grouped_dropdown.py	prompt_toolkit.formatted_text	12.45
openhcs/tui/components/parameter_editor.py	prompt_toolkit.application	10.96
openhcs/tui/components/parameter_editor.py	typing	10.96
openhcs/tui/components/parameter_editor.py	prompt_toolkit.layout	10.96
openhcs/tui/components/parameter_editor.py	prompt_toolkit.layout.screen	10.96
openhcs/tui/components/parameter_editor.py	prompt_toolkit.key_binding.key_bindings	10.96
openhcs/tui/components/parameter_editor.py	prompt_toolkit.layout.mouse_handlers	10.96
openhcs/tui/components/parameter_editor.py	inspect	10.96
openhcs/tui/components/parameter_editor.py	prompt_toolkit.widgets	10.96
openhcs/tui/components/parameter_editor.py	logging	10.96
openhcs/tui/components/parameter_editor.py	prompt_toolkit.formatted_text	10.96
openhcs/tui/commands/__init__.py	openhcs.tui.commands.dialog_commands	29.42
openhcs/tui/commands/__init__.py	openhcs.tui.commands.pipeline_commands	29.42
openhcs/tui/commands/__init__.py	openhcs.tui.commands.registry	29.42
openhcs/tui/commands/__init__.py	openhcs.tui.commands.plate_commands	29.42
openhcs/tui/commands/pipeline_commands.py	prompt_toolkit.application	14.62
openhcs/tui/commands/pipeline_commands.py	openhcs.core.context.processing_context	14.62
openhcs/tui/commands/pipeline_commands.py	prompt_toolkit.shortcuts	14.62
openhcs/tui/commands/pipeline_commands.py	openhcs.tui.tui_architecture	14.62
openhcs/tui/commands/pipeline_commands.py	openhcs.core.orchestrator.orchestrator	14.62
openhcs/tui/commands/pipeline_commands.py	logging	14.62
openhcs/tui/commands/pipeline_commands.py	typing	14.62
openhcs/tui/commands/registry.py	openhcs.tui.commands	35.97
openhcs/tui/commands/registry.py	logging	35.97
openhcs/tui/commands/registry.py	typing	35.97
openhcs/tui/commands/dialog_commands.py	openhcs.tui.dialogs.global_settings_editor	13.91
openhcs/tui/commands/dialog_commands.py	prompt_toolkit.application	13.91
openhcs/tui/commands/dialog_commands.py	openhcs.core.context.processing_context	13.91
openhcs/tui/commands/dialog_commands.py	prompt_toolkit.shortcuts	13.91
openhcs/tui/commands/dialog_commands.py	openhcs.tui.tui_architecture	13.91
openhcs/tui/commands/dialog_commands.py	openhcs.core.config	13.91
openhcs/tui/commands/dialog_commands.py	logging	13.91
openhcs/tui/commands/dialog_commands.py	typing	13.91
openhcs/tui/commands/plate_commands.py	prompt_toolkit.application	9.82
openhcs/tui/commands/plate_commands.py	openhcs.core.context.processing_context	9.82
openhcs/tui/commands/plate_commands.py	prompt_toolkit.shortcuts	9.82
openhcs/tui/commands/plate_commands.py	openhcs.tui.tui_architecture	9.82
openhcs/tui/commands/plate_commands.py	openhcs.core.orchestrator.orchestrator	9.82
openhcs/tui/commands/plate_commands.py	openhcs.tui.dialogs.confirm_dialog	9.82
openhcs/tui/commands/plate_commands.py	pathlib	9.82
openhcs/tui/commands/plate_commands.py	openhcs.tui.dialogs.plate_dialog_manager	9.82
openhcs/tui/commands/plate_commands.py	os	9.82
openhcs/tui/commands/plate_commands.py	logging	9.82
openhcs/tui/commands/plate_commands.py	typing	9.82
openhcs/tui/services/external_editor_service.py	subprocess	12.12
openhcs/tui/services/external_editor_service.py	prompt_toolkit.application	12.12
openhcs/tui/services/external_editor_service.py	prompt_toolkit.layout	12.12
openhcs/tui/services/external_editor_service.py	ast	12.12
openhcs/tui/services/external_editor_service.py	openhcs.core.pipeline.funcstep_contract_validator	12.12
openhcs/tui/services/external_editor_service.py	prompt_toolkit.widgets	12.12
openhcs/tui/services/external_editor_service.py	os	12.12
openhcs/tui/services/external_editor_service.py	tempfile	12.12
openhcs/tui/services/external_editor_service.py	typing	12.12
openhcs/tui/services/plate_validation.py	traceback	9.80
openhcs/tui/services/plate_validation.py	typing	9.80
openhcs/tui/services/plate_validation.py	openhcs.core.context.processing_context	9.80
openhcs/tui/services/plate_validation.py	concurrent.futures	9.80
openhcs/tui/services/plate_validation.py	openhcs.io.filemanager	9.80
openhcs/tui/services/plate_validation.py	warnings	9.80
openhcs/tui/services/plate_validation.py	pathlib	9.80
openhcs/tui/services/plate_validation.py	inspect	9.80
openhcs/tui/services/plate_validation.py	os	9.80
openhcs/tui/services/plate_validation.py	asyncio	9.80
openhcs/tui/services/plate_validation.py	hashlib	9.80
openhcs/tui/utils/dialog_helpers.py	prompt_toolkit.layout.containers	18.67
openhcs/tui/utils/dialog_helpers.py	prompt_toolkit.application	18.67
openhcs/tui/utils/dialog_helpers.py	prompt_toolkit.widgets	18.67
openhcs/tui/utils/dialog_helpers.py	logging	18.67
openhcs/tui/utils/dialog_helpers.py	asyncio	18.67
openhcs/tui/utils/dialog_helpers.py	typing	18.67
openhcs/tui/utils/__init__.py	openhcs.tui.utils.error_handling	56.66
openhcs/tui/utils/__init__.py	openhcs.tui.utils.dialog_helpers	56.66
openhcs/tui/utils/error_handling.py	traceback	27.28
openhcs/tui/utils/error_handling.py	logging	27.28
openhcs/tui/utils/error_handling.py	prompt_toolkit.shortcuts	27.28
openhcs/tui/utils/error_handling.py	typing	27.28
